id,college_id,branch_id,year,category,gender,round,opening_rank,closing_rank
76,4,13,2022,OPEN,ALL,1,1000,2000
77,4,13,2023,OPEN,ALL,1,950,1900
78,4,13,2024,OPEN,ALL,1,900,1800
79,4,13,2022,OBC,ALL,1,2000,3500
80,4,13,2023,OBC,ALL,1,1900,3300
81,4,13,2024,OBC,ALL,1,1800,3100
82,4,13,2022,OPEN,ALL,3,1200,2200
83,4,13,2023,OPEN,ALL,3,1150,2100
84,4,13,2024,OPEN,ALL,3,1100,2000
85,4,13,2022,OBC,ALL,3,2200,3800
86,4,13,2023,OBC,ALL,3,2100,3600
87,4,13,2024,OBC,ALL,3,2000,3400
88,5,16,2022,OPEN,ALL,1,200,350
89,5,16,2023,OPEN,ALL,1,190,330
90,5,16,2024,OPEN,ALL,1,180,310
91,5,16,2022,OBC,ALL,1,400,700
92,5,16,2023,OBC,ALL,1,380,670
93,5,16,2024,OBC,ALL,1,360,640
94,5,16,2022,OPEN,ALL,3,250,400
95,5,16,2023,OPEN,ALL,3,240,380
96,5,16,2024,OPEN,ALL,3,230,360
97,5,16,2022,OBC,ALL,3,450,750
98,5,16,2023,OBC,ALL,3,430,720
99,5,16,2024,OBC,ALL,3,410,690
100,6,19,2022,OPEN,ALL,1,300,500
101,6,19,2023,OPEN,ALL,1,280,480
102,6,19,2024,OPEN,ALL,1,260,460
103,6,19,2022,OBC,ALL,1,600,1000
104,6,19,2023,OBC,ALL,1,570,950
105,6,19,2024,OBC,ALL,1,540,900
106,6,19,2022,OPEN,ALL,3,350,550
107,6,19,2023,OPEN,ALL,3,330,530
108,6,19,2024,OPEN,ALL,3,310,510
109,6,19,2022,OBC,ALL,3,650,1100
110,6,19,2023,OBC,ALL,3,620,1050
111,6,19,2024,OBC,ALL,3,590,1000
112,7,22,2022,OPEN,ALL,1,400,600
113,7,22,2023,OPEN,ALL,1,380,580
114,7,22,2024,OPEN,ALL,1,360,560
115,7,22,2022,OBC,ALL,1,800,1200
116,7,22,2023,OBC,ALL,1,760,1150
117,7,22,2024,OBC,ALL,1,720,1100
118,7,22,2022,OPEN,ALL,3,450,650
119,7,22,2023,OPEN,ALL,3,430,630
120,7,22,2024,OPEN,ALL,3,410,610
121,7,22,2022,OBC,ALL,3,850,1300
122,7,22,2023,OBC,ALL,3,810,1250
123,7,22,2024,OBC,ALL,3,770,1200
124,8,25,2022,OPEN,ALL,1,500,800
125,8,25,2023,OPEN,ALL,1,480,770
126,8,25,2024,OPEN,ALL,1,460,740
127,8,25,2022,OBC,ALL,1,1000,1600
128,8,25,2023,OBC,ALL,1,950,1520
129,8,25,2024,OBC,ALL,1,900,1450
130,8,25,2022,OPEN,ALL,3,550,850
131,8,25,2023,OPEN,ALL,3,530,820
132,8,25,2024,OPEN,ALL,3,510,790
133,8,25,2022,OBC,ALL,3,1100,1700
134,8,25,2023,OBC,ALL,3,1050,1620
135,8,25,2024,OBC,ALL,3,1000,1550
136,9,28,2022,OPEN,ALL,1,600,1000
137,9,28,2023,OPEN,ALL,1,570,950
138,9,28,2024,OPEN,ALL,1,540,900
139,9,28,2022,OBC,ALL,1,1200,2000
140,9,28,2023,OBC,ALL,1,1140,1900
141,9,28,2024,OBC,ALL,1,1080,1800
142,9,28,2022,OPEN,ALL,3,650,1050
143,9,28,2023,OPEN,ALL,3,620,1000
144,9,28,2024,OPEN,ALL,3,590,950
145,9,28,2022,OBC,ALL,3,1300,2100
146,9,28,2023,OBC,ALL,3,1240,2000
147,9,28,2024,OBC,ALL,3,1180,1900
148,10,31,2022,OPEN,ALL,1,800,1200
149,10,31,2023,OPEN,ALL,1,760,1140
150,10,31,2024,OPEN,ALL,1,720,1080
151,10,31,2022,OBC,ALL,1,1600,2400
152,10,31,2023,OBC,ALL,1,1520,2280
153,10,31,2024,OBC,ALL,1,1440,2160
154,10,31,2022,OPEN,ALL,3,850,1250
155,10,31,2023,OPEN,ALL,3,810,1190
156,10,31,2024,OPEN,ALL,3,770,1130
157,10,31,2022,OBC,ALL,3,1700,2500
158,10,31,2023,OBC,ALL,3,1620,2380
159,10,31,2024,OBC,ALL,3,1540,2260
160,11,34,2022,OPEN,ALL,1,2000,4000
161,11,34,2023,OPEN,ALL,1,1900,3800
162,11,34,2024,OPEN,ALL,1,1800,3600
163,11,34,2022,OBC,ALL,1,4000,8000
164,11,34,2023,OBC,ALL,1,3800,7600
165,11,34,2024,OBC,ALL,1,3600,7200
166,11,34,2022,OPEN,ALL,3,2200,4200
167,11,34,2023,OPEN,ALL,3,2100,4000
168,11,34,2024,OPEN,ALL,3,2000,3800
169,11,34,2022,OBC,ALL,3,4200,8200
170,11,34,2023,OBC,ALL,3,4000,7800
171,11,34,2024,OBC,ALL,3,3800,7400
172,12,37,2022,OPEN,ALL,1,2500,5000
173,12,37,2023,OPEN,ALL,1,2400,4800
174,12,37,2024,OPEN,ALL,1,2300,4600
175,12,37,2022,OBC,ALL,1,5000,10000
176,12,37,2023,OBC,ALL,1,4800,9600
177,12,37,2024,OBC,ALL,1,4600,9200
178,12,37,2022,OPEN,ALL,3,2700,5200
179,12,37,2023,OPEN,ALL,3,2600,5000
180,12,37,2024,OPEN,ALL,3,2500,4800
181,12,37,2022,OBC,ALL,3,5200,10200
182,12,37,2023,OBC,ALL,3,5000,9800
183,12,37,2024,OBC,ALL,3,4800,9400
184,13,40,2022,OPEN,ALL,1,1000,2000
185,13,40,2023,OPEN,ALL,1,950,1900
186,13,40,2024,OPEN,ALL,1,900,1800
187,13,40,2022,OBC,ALL,1,2000,4000
188,13,40,2023,OBC,ALL,1,1900,3800
189,13,40,2024,OBC,ALL,1,1800,3600
190,13,40,2022,OPEN,ALL,3,1100,2100
191,13,40,2023,OPEN,ALL,3,1050,2000
192,13,40,2024,OPEN,ALL,3,1000,1900
193,13,40,2022,OBC,ALL,3,2100,4100
194,13,40,2023,OBC,ALL,3,2000,3900
195,13,40,2024,OBC,ALL,3,1900,3700
196,14,43,2022,OPEN,ALL,1,1200,2500
197,14,43,2023,OPEN,ALL,1,1140,2380
198,14,43,2024,OPEN,ALL,1,1080,2260
199,14,43,2022,OBC,ALL,1,2400,5000
200,14,43,2023,OBC,ALL,1,2280,4760
201,14,43,2024,OBC,ALL,1,2160,4520
202,14,43,2022,OPEN,ALL,3,1300,2600
203,14,43,2023,OPEN,ALL,3,1240,2480
204,14,43,2024,OPEN,ALL,3,1180,2360
205,14,43,2022,OBC,ALL,3,2500,5100
206,14,43,2023,OBC,ALL,3,2380,4860
207,14,43,2024,OBC,ALL,3,2260,4620
208,15,46,2022,OPEN,ALL,1,1500,3000
209,15,46,2023,OPEN,ALL,1,1420,2850
210,15,46,2024,OPEN,ALL,1,1350,2700
211,15,46,2022,OBC,ALL,1,3000,6000
212,15,46,2023,OBC,ALL,1,2840,5700
213,15,46,2024,OBC,ALL,1,2700,5400
214,15,46,2022,OPEN,ALL,3,1600,3100
215,15,46,2023,OPEN,ALL,3,1520,2950
216,15,46,2024,OPEN,ALL,3,1450,2800
217,15,46,2022,OBC,ALL,3,3100,6100
218,15,46,2023,OBC,ALL,3,2940,5800
219,15,46,2024,OBC,ALL,3,2800,5500
220,16,49,2022,OPEN,ALL,1,1300,2800
221,16,49,2023,OPEN,ALL,1,1240,2660
222,16,49,2024,OPEN,ALL,1,1180,2520
223,16,49,2022,OBC,ALL,1,2600,5600
224,16,49,2023,OBC,ALL,1,2480,5320
225,16,49,2024,OBC,ALL,1,2360,5040
226,16,49,2022,OPEN,ALL,3,1400,2900
227,16,49,2023,OPEN,ALL,3,1340,2760
228,16,49,2024,OPEN,ALL,3,1280,2620
229,16,49,2022,OBC,ALL,3,2700,5700
230,16,49,2023,OBC,ALL,3,2580,5420
231,16,49,2024,OBC,ALL,3,2460,5140
232,17,52,2022,OPEN,ALL,1,1400,2900
233,17,52,2023,OPEN,ALL,1,1330,2750
234,17,52,2024,OPEN,ALL,1,1260,2610
235,17,52,2022,OBC,ALL,1,2800,5800
236,17,52,2023,OBC,ALL,1,2660,5500
237,17,52,2024,OBC,ALL,1,2520,5220
238,17,52,2022,OPEN,ALL,3,1500,3000
239,17,52,2023,OPEN,ALL,3,1430,2850
240,17,52,2024,OPEN,ALL,3,1360,2710
241,17,52,2022,OBC,ALL,3,2900,5900
242,17,52,2023,OBC,ALL,3,2760,5600
243,17,52,2024,OBC,ALL,3,2620,5320
244,18,55,2022,OPEN,ALL,1,1600,3200
245,18,55,2023,OPEN,ALL,1,1520,3040
246,18,55,2024,OPEN,ALL,1,1440,2880
247,18,55,2022,OBC,ALL,1,3200,6400
248,18,55,2023,OBC,ALL,1,3040,6080
249,18,55,2024,OBC,ALL,1,2880,5760
250,18,55,2022,OPEN,ALL,3,1700,3300
251,18,55,2023,OPEN,ALL,3,1620,3140
252,18,55,2024,OPEN,ALL,3,1540,2980
253,18,55,2022,OBC,ALL,3,3300,6500
254,18,55,2023,OBC,ALL,3,3140,6180
255,18,55,2024,OBC,ALL,3,2980,5860
256,19,58,2022,OPEN,ALL,1,1800,3500
257,19,58,2023,OPEN,ALL,1,1710,3320
258,19,58,2024,OPEN,ALL,1,1620,3150
259,19,58,2022,OBC,ALL,1,3600,7000
260,19,58,2023,OBC,ALL,1,3420,6650
261,19,58,2024,OBC,ALL,1,3240,6300
262,19,58,2022,OPEN,ALL,3,1900,3600
263,19,58,2023,OPEN,ALL,3,1810,3420
264,19,58,2024,OPEN,ALL,3,1720,3250
265,19,58,2022,OBC,ALL,3,3700,7100
266,19,58,2023,OBC,ALL,3,3520,6750
267,19,58,2024,OBC,ALL,3,3340,6400
268,20,61,2022,OPEN,ALL,1,2000,4000
269,20,61,2023,OPEN,ALL,1,1900,3800
270,20,61,2024,OPEN,ALL,1,1800,3600
271,20,61,2022,OBC,ALL,1,4000,8000
272,20,61,2023,OBC,ALL,1,3800,7600
273,20,61,2024,OBC,ALL,1,3600,7200
274,20,61,2022,OPEN,ALL,3,2100,4100
275,20,61,2023,OPEN,ALL,3,2000,3900
276,20,61,2024,OPEN,ALL,3,1900,3700
277,20,61,2022,OBC,ALL,3,4100,8100
278,20,61,2023,OBC,ALL,3,3900,7700
279,20,61,2024,OBC,ALL,3,3700,7300
280,21,64,2022,OPEN,ALL,1,1700,3400
281,21,64,2023,OPEN,ALL,1,1610,3230
282,21,64,2024,OPEN,ALL,1,1530,3060
283,21,64,2022,OBC,ALL,1,3400,6800
284,21,64,2023,OBC,ALL,1,3230,6460
285,21,64,2024,OBC,ALL,1,3060,6120
286,21,64,2022,OPEN,ALL,3,1800,3500
287,21,64,2023,OPEN,ALL,3,1710,3330
288,21,64,2024,OPEN,ALL,3,1630,3160
289,21,64,2022,OBC,ALL,3,3500,6900
290,21,64,2023,OBC,ALL,3,3330,6560
291,21,64,2024,OBC,ALL,3,3160,6220
292,22,67,2022,OPEN,ALL,1,1000,2000
293,22,67,2023,OPEN,ALL,1,950,1900
294,22,67,2024,OPEN,ALL,1,900,1800
295,22,67,2022,OBC,ALL,1,2000,4000
296,22,67,2023,OBC,ALL,1,1900,3800
297,22,67,2024,OBC,ALL,1,1800,3600
298,22,67,2022,OPEN,ALL,3,1100,2100
299,22,67,2023,OPEN,ALL,3,1050,2000
300,22,67,2024,OPEN,ALL,3,1000,1900
301,22,67,2022,OBC,ALL,3,2100,4100
302,22,67,2023,OBC,ALL,3,2000,3900
303,22,67,2024,OBC,ALL,3,1900,3700
304,23,70,2022,OPEN,ALL,1,1200,2400
305,23,70,2023,OPEN,ALL,1,1140,2280
306,23,70,2024,OPEN,ALL,1,1080,2160
307,23,70,2022,OBC,ALL,1,2400,4800
308,23,70,2023,OBC,ALL,1,2280,4560
309,23,70,2024,OBC,ALL,1,2160,4320
310,23,70,2022,OPEN,ALL,3,1300,2500
311,23,70,2023,OPEN,ALL,3,1240,2380
312,23,70,2024,OPEN,ALL,3,1180,2260
313,23,70,2022,OBC,ALL,3,2500,4900
314,23,70,2023,OBC,ALL,3,2380,4660
315,23,70,2024,OBC,ALL,3,2260,4420
316,24,73,2022,OPEN,ALL,1,2200,4500
317,24,73,2023,OPEN,ALL,1,2090,4270
318,24,73,2024,OPEN,ALL,1,1980,4050
319,24,73,2022,OBC,ALL,1,4400,9000
320,24,73,2023,OBC,ALL,1,4180,8550
321,24,73,2024,OBC,ALL,1,3960,8100
322,24,73,2022,OPEN,ALL,3,2300,4600
323,24,73,2023,OPEN,ALL,3,2190,4370
324,24,73,2024,OPEN,ALL,3,2080,4150
325,24,73,2022,OBC,ALL,3,4500,9100
326,24,73,2023,OBC,ALL,3,4280,8650
327,24,73,2024,OBC,ALL,3,4060,8200
328,25,76,2022,OPEN,ALL,1,3000,6000
329,25,76,2023,OPEN,ALL,1,2850,5700
330,25,76,2024,OPEN,ALL,1,2700,5400
331,25,76,2022,OBC,ALL,1,6000,12000
332,25,76,2023,OBC,ALL,1,5700,11400
333,25,76,2024,OBC,ALL,1,5400,10800
334,25,76,2022,OPEN,ALL,3,3200,6200
335,25,76,2023,OPEN,ALL,3,3040,5890
336,25,76,2024,OPEN,ALL,3,2880,5580
337,25,76,2022,OBC,ALL,3,6200,12400
338,25,76,2023,OBC,ALL,3,5890,11780
339,25,76,2024,OBC,ALL,3,5580,11160
340,26,79,2022,OPEN,ALL,1,2500,5000
341,26,79,2023,OPEN,ALL,1,2370,4750
342,26,79,2024,OPEN,ALL,1,2250,4500
343,26,79,2022,OBC,ALL,1,5000,10000
344,26,79,2023,OBC,ALL,1,4750,9500
345,26,79,2024,OBC,ALL,1,4500,9000
346,26,79,2022,OPEN,ALL,3,2700,5200
347,26,79,2023,OPEN,ALL,3,2560,4940
348,26,79,2024,OPEN,ALL,3,2430,4680
349,26,79,2022,OBC,ALL,3,5200,10400
350,26,79,2023,OBC,ALL,3,4940,9880
351,26,79,2024,OBC,ALL,3,4680,9360
352,27,82,2022,OPEN,ALL,1,1800,3600
353,27,82,2023,OPEN,ALL,1,1710,3420
354,27,82,2024,OPEN,ALL,1,1620,3240
355,27,82,2022,OBC,ALL,1,3600,7200
356,27,82,2023,OBC,ALL,1,3420,6840
357,27,82,2024,OBC,ALL,1,3240,6480
358,27,82,2022,OPEN,ALL,3,1900,3700
359,27,82,2023,OPEN,ALL,3,1800,3510
360,27,82,2024,OPEN,ALL,3,1710,3330
361,27,82,2022,OBC,ALL,3,3700,7400
362,27,82,2023,OBC,ALL,3,3510,7030
363,27,82,2024,OBC,ALL,3,3330,6660
364,28,85,2022,OPEN,ALL,1,2000,4000
365,28,85,2023,OPEN,ALL,1,1900,3800
366,28,85,2024,OPEN,ALL,1,1800,3600
367,28,85,2022,OBC,ALL,1,4000,8000
368,28,85,2023,OBC,ALL,1,3800,7600
369,28,85,2024,OBC,ALL,1,3600,7200
370,28,85,2022,OPEN,ALL,3,2100,4100
371,28,85,2023,OPEN,ALL,3,1990,3890
372,28,85,2024,OPEN,ALL,3,1890,3700
373,28,85,2022,OBC,ALL,3,4100,8200
374,28,85,2023,OBC,ALL,3,3890,7790
375,28,85,2024,OBC,ALL,3,3700,7400
376,29,88,2022,OPEN,ALL,1,4000,8000
377,29,88,2023,OPEN,ALL,1,3800,7600
378,29,88,2024,OPEN,ALL,1,3600,7200
379,29,88,2022,OBC,ALL,1,8000,16000
380,29,88,2023,OBC,ALL,1,7600,15200
381,29,88,2024,OBC,ALL,1,7200,14400
382,29,88,2022,OPEN,ALL,3,4200,8400
383,29,88,2023,OPEN,ALL,3,3990,7980
384,29,88,2024,OPEN,ALL,3,3780,7560
385,29,88,2022,OBC,ALL,3,8400,16800
386,29,88,2023,OBC,ALL,3,7980,15960
387,29,88,2024,OBC,ALL,3,7560,15120
388,30,91,2022,OPEN,ALL,1,3000,6000
389,30,91,2023,OPEN,ALL,1,2850,5700
390,30,91,2024,OPEN,ALL,1,2700,5400
391,30,91,2022,OBC,ALL,1,6000,12000
392,30,91,2023,OBC,ALL,1,5700,11400
393,30,91,2024,OBC,ALL,1,5400,10800
394,30,91,2022,OPEN,ALL,3,3200,6400
395,30,91,2023,OPEN,ALL,3,3040,6080
396,30,91,2024,OPEN,ALL,3,2880,5760
397,30,91,2022,OBC,ALL,3,6400,12800
398,30,91,2023,OBC,ALL,3,6080,12160
399,30,91,2024,OBC,ALL,3,5760,11520
400,31,94,2022,OPEN,ALL,1,3500,7000
401,31,94,2023,OPEN,ALL,1,3320,6650
402,31,94,2024,OPEN,ALL,1,3150,6300
403,31,94,2022,OBC,ALL,1,7000,14000
404,31,94,2023,OBC,ALL,1,6650,13300
405,31,94,2024,OBC,ALL,1,6300,12600
406,31,94,2022,OPEN,ALL,3,3700,7400
407,31,94,2023,OPEN,ALL,3,3510,7030
408,31,94,2024,OPEN,ALL,3,3330,6660
409,31,94,2022,OBC,ALL,3,7400,14800
410,31,94,2023,OBC,ALL,3,7030,14060
411,31,94,2024,OBC,ALL,3,6660,13320
412,32,97,2022,OPEN,ALL,1,2800,5600
413,32,97,2023,OPEN,ALL,1,2660,5320
414,32,97,2024,OPEN,ALL,1,2520,5040
415,32,97,2022,OBC,ALL,1,5600,11200
416,32,97,2023,OBC,ALL,1,5320,10640
417,32,97,2024,OBC,ALL,1,5040,10080
418,32,97,2022,OPEN,ALL,3,3000,6000
419,32,97,2023,OPEN,ALL,3,2850,5700
420,32,97,2024,OPEN,ALL,3,2700,5400
421,32,97,2022,OBC,ALL,3,6000,12000
422,32,97,2023,OBC,ALL,3,5700,11400
423,32,97,2024,OBC,ALL,3,5400,10800
424,33,100,2022,OPEN,ALL,1,3800,7600
425,33,100,2023,OPEN,ALL,1,3610,7220
426,33,100,2024,OPEN,ALL,1,3420,6840
427,33,100,2022,OBC,ALL,1,7600,15200
428,33,100,2023,OBC,ALL,1,7220,14440
429,33,100,2024,OBC,ALL,1,6840,13680
430,33,100,2022,OPEN,ALL,3,4000,8000
431,33,100,2023,OPEN,ALL,3,3800,7600
432,33,100,2024,OPEN,ALL,3,3610,7220
433,33,100,2022,OBC,ALL,3,8000,16000
434,33,100,2023,OBC,ALL,3,7600,15200
435,33,100,2024,OBC,ALL,3,7220,14440
436,34,103,2022,OPEN,ALL,1,2400,4800
437,34,103,2023,OPEN,ALL,1,2280,4560
438,34,103,2024,OPEN,ALL,1,2160,4320
439,34,103,2022,OBC,ALL,1,4800,9600
440,34,103,2023,OBC,ALL,1,4560,9120
441,34,103,2024,OBC,ALL,1,4320,8640
442,34,103,2022,OPEN,ALL,3,2600,5200
443,34,103,2023,OPEN,ALL,3,2470,4940
444,34,103,2024,OPEN,ALL,3,2340,4680
445,34,103,2022,OBC,ALL,3,5200,10400
446,34,103,2023,OBC,ALL,3,4940,9880
447,34,103,2024,OBC,ALL,3,4680,9360
448,35,106,2022,OPEN,ALL,1,800,1600
449,35,106,2023,OPEN,ALL,1,760,1520
450,35,106,2024,OPEN,ALL,1,720,1440
451,35,106,2022,OBC,ALL,1,1600,3200
452,35,106,2023,OBC,ALL,1,1520,3040
453,35,106,2024,OBC,ALL,1,1440,2880
454,35,106,2022,OPEN,ALL,3,900,1800
455,35,106,2023,OPEN,ALL,3,850,1710
456,35,106,2024,OPEN,ALL,3,810,1620
457,35,106,2022,OBC,ALL,3,1800,3600
458,35,106,2023,OBC,ALL,3,1710,3420
459,35,106,2024,OBC,ALL,3,1620,3240
460,35,107,2022,OPEN,ALL,1,100,300
461,35,107,2023,OPEN,ALL,1,90,280
462,35,107,2024,OPEN,ALL,1,80,260
463,35,107,2022,OBC,ALL,1,200,500
464,35,107,2023,OBC,ALL,1,190,480
465,35,107,2024,OBC,ALL,1,180,450
466,35,107,2022,OPEN,ALL,3,150,350
467,35,107,2023,OPEN,ALL,3,140,330
468,35,107,2024,OPEN,ALL,3,130,310
469,35,107,2022,OBC,ALL,3,300,600
470,35,107,2023,OBC,ALL,3,280,570
471,35,107,2024,OBC,ALL,3,260,540
